first,second,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
13,Max_amplitude,2.5036292031980454e-09,1.2889023296750833e-08,8.697010785732955e-08,8.73393606981403e-09,2.621319804434185e-09,1.5692423084978575e-08,6.277981168795931e-08,3.433207152815607e-07,5.296756505601923e-08,1.420528687404994e-08,1.5692423084978575e-08,6.277981168795931e-08,3.433207152815607e-07,5.296756505601923e-08,1.420528687404994e-08,2.3110535496288044e-09,9.376483822777887e-09,8.697010785732955e-08,8.73393606981403e-09,2.463655667769836e-09
13,mean_excess_delay,4.73426e-07,2.2272300000000003e-07,9.635899999999998e-08,2.61051e-07,4.6359100000000006e-07,2.0986e-07,1.11747e-07,5.162160000000001e-08,1.2072099999999996e-07,2.19576e-07,2.0986000000000005e-07,1.1174699999999996e-07,5.162160000000001e-08,1.2072099999999996e-07,2.1957600000000003e-07,3.6651399999999997e-07,2.51776e-07,9.635899999999998e-08,2.61051e-07,3.57525e-07
13,delay_spread,5.293955920339377e-23,2.6469779601696886e-23,1.3234889800848443e-23,5.293955920339377e-23,1.0587911840678754e-22,2.6469779601696886e-23,1.3234889800848443e-23,1.3234889800848443e-23,2.6469779601696886e-23,2.6469779601696886e-23,7.940933880509067e-23,2.6469779601696886e-23,1.3234889800848443e-23,2.6469779601696886e-23,5.293955920339377e-23,0.0,0.0,1.3234889800848443e-23,5.293955920339377e-23,5.293955920339377e-23
13,kurtosis,22.0,15.0,4.999999999999999,13.0,22.0,15.000000000000002,7.000000000000001,0.0,7.0,14.999999999999998,21.0,9.999999999999998,0.0,12.999999999999996,18.0,18.0,12.999999999999996,4.999999999999999,13.0,21.000000000000004
13,delay,[4.73426e-07],[2.22723e-07],[9.6359e-08],[2.61051e-07],[4.63591e-07],[2.0986e-07],[1.11747e-07],[5.16216e-08],[1.20721e-07],[2.19576e-07],[2.0986e-07],[1.11747e-07],[5.16216e-08],[1.20721e-07],[2.19576e-07],[3.66514e-07],[2.51776e-07],[9.6359e-08],[2.61051e-07],[3.57525e-07]
13,bias,[74.55002588],[25.37643065],[0.01998635],[34.67114232],[68.87580429],[0.04337531],[0.02316718],[0.01069246],[0.02496816],[0.0453741],[0.04337531],[0.02316718],[0.01069246],[0.02496816],[0.0453741],[42.47642588],[34.09233065],[0.01998635],[34.67114232],[37.05600429]
13,b_est,[15.199122],[41.692585],[0.19415231],[8.791964],[0.3096041],[54.389256],[35.52082],[-0.04887061],[0.28533882],[1.9775577],[3.0757594],[0.24746843],[-0.03022437],[53.56195],[54.389256],[0.33394188],[11.613559],[0.18111749],[27.663774],[17.536905]
13,label,LOS,LOS,NLOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,LOS,LOS,NLOS,LOS,LOS
14,pos,[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]],[[ 95. 189.   3.]]
14,distance,111.6288493177279,81.77751830423811,53.54670858232091,31.62376479801227,32.95451410656816,108.93117092916977,78.05486852208516,47.668123520860355,20.126164562578733,22.15851980616034,108.93117092916977,78.05486852208516,47.668123520860355,20.126164562578733,22.15851980616034,111.6288493177279,81.77751830423811,53.54670858232091,31.62376479801227,32.95451410656816
14,received_energy,-75.12640662670749,-72.65711128247706,-70.92755595215229,-66.00191400283629,-67.13485643346972,-75.08061655292063,-73.77767678540337,-70.08806255022519,-85.09664296979308,-63.11215210093571,-73.74127543495321,-71.46969690258567,-69.8889091742823,-64.07056257767204,-63.11215210093571,-75.5728419511223,-73.94340611355621,-71.71961759844446,-66.00191400283629,-67.13485643346972
14,Max_amplitude,2.2452774191945565e-09,4.062655608015541e-09,1.0600589294226446e-08,7.127053332352474e-08,2.724645524221884e-08,4.690401376955159e-09,9.76472481418565e-09,2.889615170390569e-08,9.13566169376633e-10,1.558655041707971e-07,4.690401376955159e-09,9.76472481418565e-09,2.889615170390569e-08,1.9260608722204134e-07,1.558655041707971e-07,2.2452774191945565e-09,4.062655608015541e-09,1.0600589294226446e-08,7.127053332352474e-08,2.724645524221884e-08
14,mean_excess_delay,5.056199999999997e-07,2.9604299999999987e-07,1.9308200000000003e-07,1.0548500000000002e-07,1.6812999999999996e-07,3.633549999999998e-07,2.6036199999999983e-07,1.5900400000000004e-07,4.6567799999999997e-07,7.391259999999999e-08,3.6335499999999996e-07,2.6036200000000004e-07,1.59004e-07,6.71335e-08,7.391259999999999e-08,5.056199999999998e-07,2.960430000000001e-07,1.9308199999999998e-07,1.0548500000000002e-07,1.6812999999999996e-07
14,delay_spread,2.117582368135751e-22,1.0587911840678754e-22,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.588186776101813e-22,1.588186776101813e-22,2.6469779601696886e-23,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,1.0587911840678754e-22,1.0587911840678754e-22,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23
14,kurtosis,34.00000000000001,27.0,16.0,9.0,15.0,19.0,13.0,6.0,4.0,12.000000000000002,25.000000000000004,19.000000000000004,9.0,9.0,12.000000000000002,30.000000000000004,22.0,15.000000000000002,9.0,15.0
14,delay,[5.0562e-07],[2.96043e-07],[1.93082e-07],[1.05485e-07],[1.6813e-07],[3.63355e-07],[2.60362e-07],[1.59004e-07],[4.65678e-07],[7.39126e-08],[3.63355e-07],[2.60362e-07],[1.59004e-07],[6.71335e-08],[7.39126e-08],[5.0562e-07],[2.96043e-07],[1.93082e-07],[1.05485e-07],[1.6813e-07]
14,bias,[40.05715068],[7.0353817],[4.37789142],[0.0217352],[17.48448589],[0.07532907],[0.05373148],[0.03307648],[119.57723544],[0.01526019],[0.07532907],[0.05373148],[0.03307648],[0.01388544],[0.01526019],[40.05715068],[7.0353817],[4.37789142],[0.0217352],[17.48448589]
14,b_est,[54.389256],[54.389256],[0.31608146],[-0.65955025],[8.103784],[0.275989],[54.389256],[9.42286],[8.831737],[0.25650543],[8.783544],[0.23566766],[0.2635283],[11.764323],[54.389256],[53.453415],[5.8311706],[0.34365028],[17.91241],[6.8100896]
14,label,LOS,LOS,LOS,NLOS,LOS,NLOS,NLOS,NLOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,LOS,LOS,LOS,NLOS,LOS
15,pos,[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]],[[142.    1.    1.5]]
15,distance,157.5499920660106,126.9293602757061,96.71220191888922,67.44303151549461,41.19465984809196,155.6502489557919,124.56348782849652,93.58552238460818,62.87736079066932,33.19638534539566,155.6502489557919,124.56348782849652,93.58552238460818,62.87736079066932,33.19638534539566,157.5499920660106,126.9293602757061,96.71220191888922,67.44303151549461,41.19465984809196
15,received_energy,-80.83304240337583,-76.18195907199072,-75.18703441340315,-70.80605727184603,-64.7318459150344,-79.04987319388755,-76.84294665184302,-73.67131462678871,-70.20029128617321,-67.34344190870567,-77.3179702421855,-74.47207808910935,-72.48895202100879,-70.38849260334493,-65.81426946259002,-81.57423718595325,-76.54726340641679,-75.69819684040348,-71.25108200579817,-64.69102866983997
15,Max_amplitude,1.8297426389664489e-09,2.914875491560612e-09,5.261384107938394e-09,1.2058686613587727e-08,4.585323791354786e-08,2.1389961785203473e-09,3.4920464239830876e-09,6.5505838277152215e-09,1.5712670694391612e-08,6.40530786707255e-08,2.1389961785203473e-09,3.4920464239830876e-09,6.5505838277152215e-09,1.5712670694391612e-08,6.40530786707255e-08,1.8297426389664489e-09,2.914875491560612e-09,5.261384107938394e-09,1.2058686613587727e-08,4.585323791354786e-08
15,mean_excess_delay,5.456569999999999e-07,4.4171799999999985e-07,3.3795899999999996e-07,2.3464299999999997e-07,1.37841e-07,5.191930000000002e-07,4.1549699999999995e-07,3.121669999999999e-07,2.0973599999999994e-07,1.1073099999999999e-07,5.19193e-07,4.1549699999999985e-07,3.121669999999999e-07,2.0973600000000002e-07,1.1073099999999999e-07,5.45657e-07,4.4171799999999985e-07,3.3795900000000007e-07,2.34643e-07,1.37841e-07
15,delay_spread,0.0,1.0587911840678754e-22,5.293955920339377e-23,2.6469779601696886e-23,0.0,2.117582368135751e-22,5.293955920339377e-23,5.293955920339377e-23,5.293955920339377e-23,0.0,0.0,1.5881867761018131e-22,5.293955920339377e-23,2.6469779601696886e-23,0.0,1.0587911840678754e-22,1.0587911840678754e-22,5.293955920339377e-23,0.0,0.0
15,kurtosis,19.999999999999996,21.999999999999996,18.0,19.0,12.999999999999995,14.000000000000002,12.0,13.0,14.0,8.0,18.0,19.000000000000007,19.999999999999996,14.000000000000005,9.000000000000002,11.0,16.0,16.0,17.0,14.000000000000002
15,delay,[5.45657e-07],[4.41718e-07],[3.37959e-07],[2.34643e-07],[1.37841e-07],[5.19193e-07],[4.15497e-07],[3.12167e-07],[2.09736e-07],[1.10731e-07],[5.19193e-07],[4.15497e-07],[3.12167e-07],[2.09736e-07],[1.10731e-07],[5.45657e-07],[4.41718e-07],[3.37959e-07],[2.34643e-07],[1.37841e-07]
15,bias,[6.14710793],[5.58603972],[4.67549808],[2.94986848],[0.15764015],[0.10765104],[0.08561217],[0.06457762],[0.04343921],[0.02291465],[0.10765104],[0.08561217],[0.06457762],[0.04343921],[0.02291465],[6.14710793],[5.58603972],[4.67549808],[2.94986848],[0.15764015]
15,b_est,[17.348886],[54.389256],[-0.0689302],[10.486009],[15.164483],[1.9832759],[-0.70398],[9.588752],[9.190894],[0.38924927],[10.51706],[41.65918],[0.2183928],[7.783912],[16.703354],[38.833347],[21.043756],[3.0194526],[29.419533],[2.632669]
15,label,LOS,LOS,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,NLOS,LOS,LOS,LOS,LOS,LOS
18,pos,[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]],[[142.  142.    1.5]]
18,distance,95.94920531197744,79.81423745172286,74.07766195014527,80.98032168372758,97.88385975225947,83.74514911324715,64.63213210161027,57.39773514695506,66.0667276319934,85.95493005057942,72.94689849472697,49.852908641322024,40.03123780249619,51.69925047812589,75.47350528496739,65.71339285107717,38.50081167975553,24.48468909339059,40.86333931533252,68.50729888121411
18,received_energy,-75.72533979233982,-72.25921262676853,-72.52160947969611,-74.06777703380294,-77.20134096209124,-71.32096046051251,-73.09949480828136,-70.69011692517043,-73.92063123866183,-71.81143983681436,-69.51625094340437,-70.16971968431174,-69.00182746881073,-70.2770740776038,-71.25647774833796,-72.11868223043099,-68.39227469495009,-66.00540074019753,-68.82007379408107,-71.89151000935878
18,Max_amplitude,2.252527017128973e-09,5.726773526755268e-09,1.0955444641252398e-08,4.788615960170396e-09,2.097393939077021e-09,1.236716083057627e-08,7.67184833509215e-09,1.9203040978014803e-08,8.179937938442631e-09,1.2321966072682372e-08,6.739846547808845e-09,1.6800028120794754e-08,4.242872767985513e-08,1.9343275112373275e-08,6.744969787179668e-09,1.4259359181498098e-08,4.6228522010985345e-08,1.251324675358834e-07,4.0551788083239585e-08,1.3011279573898223e-08
18,mean_excess_delay,4.333360000000001e-07,3.9195900000000005e-07,2.47096e-07,2.8622600000000004e-07,3.86094e-07,2.7938399999999996e-07,2.2942700000000003e-07,1.91458e-07,2.3121099999999994e-07,2.8671499999999993e-07,3.56229e-07,1.7190400000000005e-07,1.3353e-07,1.75422e-07,3.4709099999999994e-07,2.1919600000000008e-07,1.2842500000000001e-07,8.1672e-08,1.36305e-07,2.2851500000000003e-07
18,delay_spread,1.0587911840678754e-22,5.293955920339377e-23,0.0,5.293955920339377e-23,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,5.293955920339377e-23,0.0,0.0,0.0,7.940933880509067e-23,0.0,1.3234889800848443e-23,0.0,5.293955920339377e-23
18,kurtosis,19.0,0.0,9.999999999999998,21.0,12.000000000000004,14.0,16.0,9.0,15.0,12.000000000000004,24.0,12.0,4.0,19.0,19.000000000000004,11.0,13.0,3.0,17.0,13.0
18,delay,[4.33336e-07],[3.91959e-07],[2.47096e-07],[2.86226e-07],[3.86094e-07],[2.79384e-07],[2.29427e-07],[1.91458e-07],[2.31211e-07],[2.86715e-07],[3.56229e-07],[1.71904e-07],[1.3353e-07],[1.75422e-07],[3.47091e-07],[2.19196e-07],[1.28425e-07],[8.1672e-08],[1.36305e-07],[2.28515e-07]
18,bias,[34.05159469],[37.77346255],[0.05113805],[4.88747832],[17.94434025],[0.07005089],[4.1959679],[0.03966485],[3.29657237],[0.05956995],[33.92180151],[1.71829136],[0.0277622],[0.92734952],[28.65379472],[0.04540715],[0.02668832],[0.01691091],[0.02816068],[0.04720112]
18,b_est,[13.294239],[54.389256],[19.40855],[5.281877],[54.389256],[18.682508],[0.28926224],[0.19164796],[54.389256],[0.28716987],[0.20387025],[5.1930175],[54.389256],[0.3350672],[1.5803828],[5.52984],[0.10369629],[54.389256],[54.389256],[8.643037]
18,label,LOS,LOS,NLOS,LOS,LOS,LOS,LOS,NLOS,LOS,NLOS,LOS,LOS,NLOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS
23,pos,[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]],[[189. 142.   3.]]
23,distance,135.19338001544307,124.2630777825819,120.65860930741744,125.01524906986347,136.57324042432325,120.35883847894179,107.9366133432025,103.76656494266349,108.8017118431507,121.90672663967317,105.36721501491819,90.91926363538147,85.92729484861025,91.94461648188,107.13192801401458,92.20222340052327,75.26827020730582,69.15562160808042,76.50367638224976,94.21385248465323
23,received_energy,-82.2255903372002,-75.69845898818505,-76.2672891211661,-75.89913256388785,-81.1012565051619,-74.62896923007538,-74.75517158807274,-75.96873083451746,-74.07928904756739,-78.14314568120909,-75.27692450027092,-74.77801694913742,-72.58854929211502,-75.35408505450994,-76.23810049622423,-71.7297131324547,-73.71732394675549,-72.19877682218402,-73.52577470728927,-73.2098504249208
23,Max_amplitude,1.2274109931601026e-09,3.201179364485213e-09,3.745501787522787e-09,3.3092532852203807e-09,2.0812775931337674e-09,5.8085804482860325e-09,4.4153995461763975e-09,5.219393118972439e-09,4.621255800218269e-09,2.6344502929141238e-09,3.856470456385942e-09,6.6348331926183404e-09,7.904056002150702e-09,7.034933697490869e-09,4.2084290391356665e-09,8.278278037064801e-09,1.0775563950124912e-08,1.2744418039986062e-08,1.1769012081414597e-08,7.547793480441206e-09
23,mean_excess_delay,7.021e-07,4.30123e-07,4.024740000000001e-07,4.3084599999999986e-07,5.822050000000002e-07,3.9414199999999985e-07,3.7383000000000006e-07,3.4612699999999996e-07,3.7472900000000005e-07,5.285899999999999e-07,4.6290000000000005e-07,3.1442600000000004e-07,2.866219999999999e-07,3.15632e-07,4.815620000000002e-07,3.0798599999999994e-07,2.58691e-07,2.30677e-07,2.60472e-07,3.14894e-07
23,delay_spread,1.0587911840678754e-22,5.293955920339377e-23,1.0587911840678754e-22,1.0587911840678754e-22,2.117582368135751e-22,1.0587911840678754e-22,1.0587911840678754e-22,5.293955920339377e-23,1.0587911840678754e-22,0.0,1.0587911840678754e-22,5.293955920339377e-23,5.293955920339377e-23,5.293955920339377e-23,2.117582368135751e-22,5.293955920339377e-23,5.293955920339377e-23,0.0,5.293955920339377e-23,0.0
23,kurtosis,12.000000000000002,22.999999999999996,12.000000000000004,15.000000000000002,9.0,14.000000000000002,19.0,10.0,19.0,12.000000000000004,14.0,16.0,12.999999999999996,15.0,10.0,14.000000000000002,13.0,9.0,18.0,12.999999999999996
23,delay,[7.021e-07],[4.30123e-07],[4.02474e-07],[4.30846e-07],[5.82205e-07],[3.94142e-07],[3.7383e-07],[3.46127e-07],[3.74729e-07],[5.2859e-07],[4.629e-07],[3.14426e-07],[2.86622e-07],[3.15632e-07],[4.81562e-07],[3.07986e-07],[2.58691e-07],[2.30677e-07],[2.60472e-07],[3.14894e-07]
23,bias,[75.43661998],[4.77382222],[0.08359069],[4.23855093],[38.08825958],[-2.11623848],[4.21238666],[0.07153506],[3.61698816],[36.67027336],[33.50278499],[3.40853636],[0.05930515],[2.74498352],[37.33667199],[0.1935766],[2.33902979],[0.04747839],[1.63792362],[0.25434752]
23,b_est,[20.137096],[26.979279],[-0.04845481],[53.994144],[54.389256],[43.154175],[4.5510154],[0.18612428],[54.389256],[3.4068198],[10.395982],[-0.23521666],[12.677761],[54.389256],[0.2148623],[18.338034],[0.2637419],[10.676916],[54.389256],[18.688911]
23,label,LOS,LOS,NLOS,LOS,LOS,LOS,LOS,NLOS,LOS,LOS,LOS,LOS,NLOS,LOS,LOS,LOS,LOS,NLOS,LOS,LOS
